detector,window,t_eq_cm,phi
D2,wall,729.65,1.411799e-04
D2,wall,731.61,1.410321e-04
D2,wall,733.57,1.408845e-04
D2,wall,735.53,1.407371e-04
D2,wall,737.50,1.405899e-04
D2,wall,739.46,1.404429e-04
D2,wall,741.42,1.402960e-04
D2,wall,743.38,1.401493e-04
D2,wall,745.34,1.400028e-04
D2,wall,747.30,1.398564e-04
D2,wall,749.26,1.397102e-04
D2,wall,751.23,1.395642e-04
D2,wall,753.19,1.394184e-04
D2,wall,755.15,1.392727e-04
D2,wall,757.11,1.391272e-04
D2,wall,759.07,1.389819e-04
D2,wall,761.03,1.388367e-04
D2,wall,762.99,1.386918e-04
D2,wall,764.96,1.385469e-04
D2,wall,766.92,1.384023e-04
D2,wall,768.88,1.382578e-04
D2,wall,770.84,1.381135e-04
D2,wall,772.80,1.379694e-04
D2,wall,774.76,1.378254e-04
D2,wall,776.72,1.376816e-04
D2,wall,778.69,1.375380e-04
D2,wall,780.65,1.373945e-04
D2,wall,782.61,1.372512e-04
D2,peak,0.00,8.063564e-03
D2,peak,1.96,7.687803e-03
D2,peak,3.92,7.330487e-03
D2,peak,5.88,6.990709e-03
D2,peak,7.85,6.667606e-03
D2,peak,9.81,6.360356e-03
D2,peak,11.77,6.068180e-03
D2,peak,13.73,5.790337e-03
D2,peak,15.69,5.526120e-03
D2,peak,17.65,5.274860e-03
D2,peak,19.61,5.035919e-03
D2,peak,21.58,4.808690e-03
D2,peak,23.54,4.592599e-03
D2,peak,25.50,4.387096e-03
D2,peak,27.46,4.191660e-03
D2,peak,29.42,4.005798e-03
D2,peak,31.38,3.829037e-03
D2,peak,33.34,3.660930e-03
D2,peak,35.31,3.501051e-03
D2,peak,37.27,3.348997e-03
D2,peak,39.23,3.204381e-03
D2,peak,41.19,3.066838e-03
D2,peak,43.15,2.936020e-03
D2,peak,45.11,2.811597e-03
D2,peak,47.07,2.693253e-03
D2,peak,49.04,2.580691e-03
D2,peak,51.00,2.473626e-03
D2,peak,52.96,2.371788e-03
D2,peak,54.92,2.274919e-03
D2,peak,56.88,2.182776e-03
D2,peak,58.84,2.095126e-03
D2,peak,60.80,2.011748e-03
D2,peak,62.77,1.932433e-03
D2,peak,64.73,1.856980e-03
D2,peak,66.69,1.785200e-03
D2,peak,68.65,1.716913e-03
D2,peak,70.61,1.651947e-03
D2,peak,72.57,1.590138e-03
D2,peak,74.53,1.531332e-03
D2,peak,76.50,1.475381e-03
D2,peak,78.46,1.422145e-03
D2,peak,80.42,1.371491e-03
D2,peak,82.38,1.323291e-03
D2,peak,84.34,1.277426e-03
D2,peak,86.30,1.233780e-03
D2,peak,88.26,1.192246e-03
D2,peak,90.23,1.152718e-03
D2,peak,92.19,1.115099e-03
D2,peak,94.15,1.079295e-03
D2,peak,96.11,1.045217e-03
D2,peak,98.07,1.012780e-03
D2,peak,100.03,9.819043e-04
D2,peak,101.99,9.525126e-04
D2,peak,103.96,9.245323e-04
D2,peak,105.92,8.978943e-04
D2,peak,107.88,8.725328e-04
D2,peak,109.84,8.483851e-04
D2,peak,111.80,8.253919e-04
D2,peak,113.76,8.034965e-04
D2,peak,115.72,7.826452e-04
D2,peak,117.69,7.627869e-04
D2,peak,119.65,7.438728e-04
D2,peak,121.61,7.258568e-04
D2,peak,123.57,7.086950e-04
D2,peak,125.53,6.923455e-04
D2,peak,127.49,6.767686e-04
D2,peak,129.45,6.619264e-04
D2,peak,131.42,6.477832e-04
D2,peak,133.38,6.343046e-04
D2,peak,135.34,6.214583e-04
D2,peak,137.30,6.092132e-04
D2,peak,139.26,5.975401e-04
D2,peak,141.22,5.864110e-04
D2,peak,143.18,5.757994e-04
D2,peak,145.15,5.656799e-04
D2,peak,147.11,5.560286e-04
D2,peak,149.07,5.468227e-04
D2,peak,151.03,5.380404e-04
D2,peak,152.99,5.296610e-04
D2,peak,154.95,5.216650e-04
D2,peak,156.91,5.140337e-04
D2,peak,158.88,5.067493e-04
D2,peak,160.84,4.997949e-04
D2,peak,162.80,4.931545e-04
D2,peak,164.76,4.868128e-04
D2,peak,166.72,4.807553e-04
D2,peak,168.68,4.749681e-04
D2,peak,170.64,4.694383e-04
D2,peak,172.61,4.641532e-04
D2,peak,174.57,4.591009e-04
D2,peak,176.53,4.542703e-04
D2,peak,178.49,4.496506e-04
D2,peak,180.45,4.452315e-04
D2,peak,182.41,4.410033e-04
D2,peak,184.37,4.369568e-04
D2,peak,186.34,4.330833e-04
D2,peak,188.30,4.293743e-04
D2,peak,190.26,4.258219e-04
D2,peak,192.22,4.224186e-04
D2,peak,194.18,4.191572e-04
D2,peak,196.14,4.160308e-04
D2,peak,198.10,4.130330e-04
D2,peak,200.07,4.101575e-04
D2,peak,202.03,4.073985e-04
D2,peak,203.99,4.047503e-04
D2,peak,205.95,4.022078e-04
D2,peak,207.91,3.997657e-04
D2,peak,209.87,3.974194e-04
D2,peak,211.83,3.951641e-04
D2,peak,213.80,3.929957e-04
D2,peak,215.76,3.909098e-04
D2,peak,217.72,3.889026e-04
D2,peak,219.68,3.869704e-04
D2,peak,221.64,3.851095e-04
D2,peak,223.60,3.833166e-04
D2,peak,225.56,3.815885e-04
D2,peak,227.53,3.799220e-04
D2,peak,229.49,3.783143e-04
D2,peak,231.45,3.767626e-04
D2,peak,233.41,3.752642e-04
D2,peak,235.37,3.738166e-04
D2,peak,237.33,3.724175e-04
D2,peak,239.29,3.710646e-04
D2,peak,241.26,3.697556e-04
D2,peak,243.22,3.684886e-04
D2,peak,245.18,3.672616e-04
D2,peak,247.14,3.660726e-04
D2,peak,249.10,3.649200e-04
D2,peak,251.06,3.638021e-04
D2,peak,253.02,3.627172e-04
D2,peak,254.99,3.616638e-04
D2,peak,256.95,3.606405e-04
D2,peak,258.91,3.596458e-04
D2,peak,260.87,3.586785e-04
D2,peak,262.83,3.577373e-04
D2,peak,264.79,3.568210e-04
D2,peak,266.75,3.559284e-04
D2,peak,268.72,3.550586e-04
D2,peak,270.68,3.542104e-04
D2,peak,272.64,3.533828e-04
D2,peak,274.60,3.525751e-04
D2,peak,276.56,3.517861e-04
D2,peak,278.52,3.510152e-04
D2,peak,280.48,3.502615e-04
D2,peak,282.45,3.495243e-04
D2,peak,284.41,3.488027e-04
D2,peak,286.37,3.480961e-04
D2,peak,288.33,3.474039e-04
D2,peak,290.29,3.467255e-04
D2,peak,292.25,3.460601e-04
D2,peak,294.21,3.454073e-04
D2,peak,296.18,3.447665e-04
D2,peak,298.14,3.441371e-04
D2,peak,300.10,3.435188e-04
D2,peak,302.06,3.429110e-04
D2,peak,304.02,3.423132e-04
D2,peak,305.98,3.417251e-04
D2,peak,307.94,3.411463e-04
D2,peak,309.91,3.405763e-04
D2,peak,311.87,3.400147e-04
D2,peak,313.83,3.394613e-04
D2,peak,315.79,3.389157e-04
D2,peak,317.75,3.383775e-04
D2,peak,319.71,3.378466e-04
D2,peak,321.67,3.373224e-04
D2,peak,323.64,3.368049e-04
D2,peak,325.60,3.362938e-04
D2,peak,327.56,3.357887e-04
D2,peak,329.52,3.352894e-04
D2,peak,331.48,3.347957e-04
D2,peak,333.44,3.343075e-04
D2,peak,335.40,3.338244e-04
D2,peak,337.37,3.333463e-04
D2,peak,339.33,3.328730e-04
D2,peak,341.29,3.324043e-04
D2,peak,343.25,3.319401e-04
D2,peak,345.21,3.314801e-04
D2,peak,347.17,3.310243e-04
D2,peak,349.13,3.305724e-04
D2,peak,351.10,3.301243e-04
D2,peak,353.06,3.296800e-04
D2,peak,355.02,3.292391e-04
D2,peak,356.98,3.288017e-04
D2,peak,358.94,3.283677e-04
D2,peak,360.90,3.279368e-04
D2,peak,362.86,3.275090e-04
D2,peak,364.83,3.270841e-04
D2,peak,366.79,3.266622e-04
D2,peak,368.75,3.262431e-04
D2,peak,370.71,3.258266e-04
D2,peak,372.67,3.254127e-04
D2,peak,374.63,3.250014e-04
D2,peak,376.59,3.245925e-04
D2,peak,378.56,3.241860e-04
D2,peak,380.52,3.237818e-04
D2,peak,382.48,3.233798e-04
D2,peak,384.44,3.229800e-04
D2,peak,386.40,3.225822e-04
D2,peak,388.36,3.221865e-04
D2,peak,390.32,3.217928e-04
D2,peak,392.29,3.214010e-04
D2,peak,394.25,3.210110e-04
D2,peak,396.21,3.206229e-04
D2,peak,398.17,3.202365e-04
D2,peak,400.13,3.198519e-04
D2,peak,402.09,3.194689e-04
D2,peak,404.05,3.190875e-04
D2,peak,406.02,3.187077e-04
D2,peak,407.98,3.183295e-04
D2,peak,409.94,3.179528e-04
D2,peak,411.90,3.175775e-04
D2,peak,413.86,3.172037e-04
D2,peak,415.82,3.168312e-04
D2,peak,417.78,3.164602e-04
D2,peak,419.75,3.160904e-04
D2,peak,421.71,3.157220e-04
D2,peak,423.67,3.153548e-04
D2,peak,425.63,3.149889e-04
D2,peak,427.59,3.146242e-04
D2,peak,429.55,3.142607e-04
D2,peak,431.51,3.138983e-04
D2,peak,433.47,3.135371e-04
D2,peak,435.44,3.131771e-04
D2,peak,437.40,3.128181e-04
D2,peak,439.36,3.124602e-04
D2,peak,441.32,3.121033e-04
D2,peak,443.28,3.117475e-04
D2,peak,445.24,3.113927e-04
D2,peak,447.20,3.110389e-04
D2,peak,449.17,3.106861e-04
D2,peak,451.13,3.103342e-04
D2,peak,453.09,3.099833e-04
D2,peak,455.05,3.096333e-04
D2,peak,457.01,3.092842e-04
D2,peak,458.97,3.089360e-04
D2,peak,460.93,3.085887e-04
D2,peak,462.90,3.082422e-04
D2,peak,464.86,3.078967e-04
D2,peak,466.82,3.075519e-04
D2,peak,468.78,3.072080e-04
D2,peak,470.74,3.068649e-04
D2,peak,472.70,3.065226e-04
D2,peak,474.66,3.061811e-04
D2,peak,476.63,3.058404e-04
D2,peak,478.59,3.055005e-04
D2,peak,480.55,3.051613e-04
D2,peak,482.51,3.048228e-04
D2,peak,484.47,3.044851e-04
D2,peak,486.43,3.041482e-04
D2,peak,488.39,3.038119e-04
D2,peak,490.36,3.034764e-04
D2,peak,492.32,3.031415e-04
D2,peak,494.28,3.028074e-04
D2,peak,496.24,3.024739e-04
D2,peak,498.20,3.021411e-04
D2,peak,500.16,3.018090e-04
D2,peak,502.12,3.014776e-04
D2,peak,504.09,3.011468e-04
D2,peak,506.05,3.008166e-04
D2,peak,508.01,3.004871e-04
D2,peak,509.97,3.001582e-04
D2,peak,511.93,2.998300e-04
D2,peak,513.89,2.995024e-04
D2,peak,515.85,2.991753e-04
D2,peak,517.82,2.988489e-04
D2,peak,519.78,2.985231e-04
D2,peak,521.74,2.981979e-04
D2,peak,523.70,2.978733e-04
D2,peak,525.66,2.975492e-04
D2,peak,527.62,2.972257e-04
D2,peak,529.58,2.969028e-04
D2,peak,531.55,2.965805e-04
D2,peak,533.51,2.962587e-04
D2,peak,535.47,2.959375e-04
D2,peak,537.43,2.956169e-04
D2,peak,539.39,2.952968e-04
D2,peak,541.35,2.949772e-04
D2,peak,543.31,2.946582e-04
D2,peak,545.28,2.943397e-04
D2,peak,547.24,2.940217e-04
D2,peak,549.20,2.937043e-04
D2,peak,551.16,2.933873e-04
D2,peak,553.12,2.930709e-04
D2,peak,555.08,2.927550e-04
D2,peak,557.04,2.924397e-04
D2,peak,559.01,2.921248e-04
D2,peak,560.97,2.918104e-04
D2,peak,562.93,2.914965e-04
D2,peak,564.89,2.911831e-04
D2,peak,566.85,2.908702e-04
D2,peak,568.81,2.905578e-04
D2,peak,570.77,2.902459e-04
D2,peak,572.74,2.899345e-04
D2,peak,574.70,2.896235e-04
D2,peak,576.66,2.893130e-04
D2,peak,578.62,2.890030e-04
D2,peak,580.58,2.886934e-04
D2,peak,582.54,2.883844e-04
D2,peak,584.50,2.880757e-04
D2,peak,586.47,2.877676e-04
D2,peak,588.43,2.874599e-04
D2,peak,590.39,2.871526e-04
D2,peak,592.35,2.868458e-04
D2,peak,594.31,2.865394e-04
D2,peak,596.27,2.862335e-04
D2,peak,598.23,2.859280e-04
D2,peak,600.20,2.856230e-04
D2,peak,602.16,2.853184e-04
D2,peak,604.12,2.850143e-04
D2,peak,606.08,2.847105e-04
D2,peak,608.04,2.844072e-04
D2,peak,610.00,2.841044e-04
D2,peak,611.96,2.838019e-04
D2,peak,613.93,2.834999e-04
D2,peak,615.89,2.831983e-04
D2,peak,617.85,2.828971e-04
D2,peak,619.81,2.825963e-04
D2,peak,621.77,2.822960e-04
D2,peak,623.73,2.819961e-04
D2,peak,625.69,2.816965e-04
D2,peak,627.66,2.813974e-04
D2,peak,629.62,2.810987e-04
D2,peak,631.58,2.808004e-04
D2,peak,633.54,2.805025e-04
D2,peak,635.50,2.802050e-04
D2,peak,637.46,2.799079e-04
D2,peak,639.42,2.796112e-04
D2,peak,641.39,2.793149e-04
D2,peak,643.35,2.790190e-04
D2,peak,645.31,2.787234e-04
D2,peak,647.27,2.784283e-04
D2,peak,649.23,2.781335e-04
D2,peak,651.19,2.778392e-04
D2,peak,653.15,2.775452e-04
D2,peak,655.12,2.772516e-04
D2,peak,657.08,2.769584e-04
D2,peak,659.04,2.766656e-04
D2,peak,661.00,2.763731e-04
D2,peak,662.96,2.760810e-04
D2,peak,664.92,2.757893e-04
D2,peak,666.88,2.754980e-04
D2,peak,668.85,2.752071e-04
D2,peak,670.81,2.749165e-04
D2,peak,672.77,2.746263e-04
D2,peak,674.73,2.743364e-04
D2,peak,676.69,2.740470e-04
D2,peak,678.65,2.737578e-04
D2,peak,680.61,2.734691e-04
D2,peak,682.58,2.731807e-04
D2,peak,684.54,2.728927e-04
D2,peak,686.50,2.726050e-04
D2,peak,688.46,2.723177e-04
D2,peak,690.42,2.720308e-04
D2,peak,692.38,2.717442e-04
D2,peak,694.34,2.714580e-04
D2,peak,696.31,2.711721e-04
D2,peak,698.27,2.708866e-04
D2,peak,700.23,2.706014e-04
D2,peak,702.19,2.703166e-04
D2,peak,704.15,2.700321e-04
D2,peak,706.11,2.697480e-04
D2,peak,708.07,2.694642e-04
D2,peak,710.04,2.691808e-04
D2,peak,712.00,2.688977e-04
D2,peak,713.96,2.686150e-04
D2,peak,715.92,2.683326e-04
D2,peak,717.88,2.680505e-04
D2,peak,719.84,2.677688e-04
D2,peak,721.80,2.674874e-04
D2,peak,723.77,2.672064e-04
D2,peak,725.73,2.669257e-04
D2,peak,727.69,2.666454e-04
D2,peak,729.65,2.663653e-04
D2,peak,731.61,2.660857e-04
D2,peak,733.57,2.658063e-04
D2,peak,735.53,2.655273e-04
D2,peak,737.50,2.652486e-04
D2,peak,739.46,2.649703e-04
D2,peak,741.42,2.646922e-04
D2,peak,743.38,2.644145e-04
D2,peak,745.34,2.641372e-04
D2,peak,747.30,2.638601e-04
D2,peak,749.26,2.635834e-04
D2,peak,751.23,2.633070e-04
D2,peak,753.19,2.630310e-04
D2,peak,755.15,2.627553e-04
D2,peak,757.11,2.624798e-04
D2,peak,759.07,2.622048e-04
D2,peak,761.03,2.619300e-04
D2,peak,762.99,2.616555e-04
D2,peak,764.96,2.613814e-04
D2,peak,766.92,2.611076e-04
D2,peak,768.88,2.608341e-04
D2,peak,770.84,2.605610e-04
D2,peak,772.80,2.602881e-04
D2,peak,774.76,2.600156e-04
D2,peak,776.72,2.597434e-04
D2,peak,778.69,2.594715e-04
D2,peak,780.65,2.591999e-04
D2,peak,782.61,2.589286e-04
D2,total,0.00,7.965640e-03
D2,total,1.96,7.594279e-03
D2,total,3.92,7.241148e-03
D2,total,5.88,6.905350e-03
D2,total,7.85,6.586030e-03
D2,total,9.81,6.282379e-03
D2,total,11.77,5.993625e-03
D2,total,13.73,5.719035e-03
D2,total,15.69,5.457913e-03
D2,total,17.65,5.209595e-03
D2,total,19.61,4.973452e-03
D2,total,21.58,4.748885e-03
D2,total,23.54,4.535324e-03
D2,total,25.50,4.332228e-03
D2,total,27.46,4.139082e-03
D2,total,29.42,3.955396e-03
D2,total,31.38,3.780705e-03
D2,total,33.34,3.614567e-03
D2,total,35.31,3.456561e-03
D2,total,37.27,3.306287e-03
D2,total,39.23,3.163364e-03
D2,total,41.19,3.027432e-03
D2,total,43.15,2.898147e-03
D2,total,45.11,2.775180e-03
D2,total,47.07,2.658223e-03
D2,total,49.04,2.546980e-03
D2,total,51.00,2.441168e-03
D2,total,52.96,2.340523e-03
D2,total,54.92,2.244788e-03
D2,total,56.88,2.153724e-03
D2,total,58.84,2.067101e-03
D2,total,60.80,1.984699e-03
D2,total,62.77,1.906313e-03
D2,total,64.73,1.831744e-03
D2,total,66.69,1.760805e-03
D2,total,68.65,1.693317e-03
D2,total,70.61,1.629112e-03
D2,total,72.57,1.568027e-03
D2,total,74.53,1.509910e-03
D2,total,76.50,1.454614e-03
D2,total,78.46,1.402001e-03
D2,total,80.42,1.351940e-03
D2,total,82.38,1.304305e-03
D2,total,84.34,1.258977e-03
D2,total,86.30,1.215843e-03
D2,total,88.26,1.174794e-03
D2,total,90.23,1.135730e-03
D2,total,92.19,1.098551e-03
D2,total,94.15,1.063167e-03
D2,total,96.11,1.029488e-03
D2,total,98.07,9.974310e-04
D2,total,100.03,9.669166e-04
D2,total,101.99,9.378691e-04
D2,total,103.96,9.102166e-04
D2,total,105.92,8.838905e-04
D2,total,107.88,8.588260e-04
D2,total,109.84,8.349612e-04
D2,total,111.80,8.122372e-04
D2,total,113.76,7.905983e-04
D2,total,115.72,7.699911e-04
D2,total,117.69,7.503654e-04
D2,total,119.65,7.316728e-04
D2,total,121.61,7.138678e-04
D2,total,123.57,6.969070e-04
D2,total,125.53,6.807490e-04
D2,total,127.49,6.653545e-04
D2,total,129.45,6.506862e-04
D2,total,131.42,6.367085e-04
D2,total,133.38,6.233878e-04
D2,total,135.34,6.106919e-04
D2,total,137.30,5.985903e-04
D2,total,139.26,5.870539e-04
D2,total,141.22,5.760551e-04
D2,total,143.18,5.655678e-04
D2,total,145.15,5.555668e-04
D2,total,147.11,5.460286e-04
D2,total,149.07,5.369304e-04
D2,total,151.03,5.282510e-04
D2,total,152.99,5.199698e-04
D2,total,154.95,5.120674e-04
D2,total,156.91,5.045255e-04
D2,total,158.88,4.973264e-04
D2,total,160.84,4.904534e-04
D2,total,162.80,4.838908e-04
D2,total,164.76,4.776233e-04
D2,total,166.72,4.716368e-04
D2,total,168.68,4.659174e-04
D2,total,170.64,4.604523e-04
D2,total,172.61,4.552291e-04
D2,total,174.57,4.502361e-04
D2,total,176.53,4.454620e-04
D2,total,178.49,4.408964e-04
D2,total,180.45,4.365290e-04
D2,total,182.41,4.323504e-04
D2,total,184.37,4.283513e-04
D2,total,186.34,4.245231e-04
D2,total,188.30,4.208575e-04
D2,total,190.26,4.173468e-04
D2,total,192.22,4.139833e-04
D2,total,194.18,4.107601e-04
D2,total,196.14,4.076703e-04
D2,total,198.10,4.047076e-04
D2,total,200.07,4.018658e-04
D2,total,202.03,3.991391e-04
D2,total,203.99,3.965220e-04
D2,total,205.95,3.940092e-04
D2,total,207.91,3.915957e-04
D2,total,209.87,3.892769e-04
D2,total,211.83,3.870480e-04
D2,total,213.80,3.849050e-04
D2,total,215.76,3.828435e-04
D2,total,217.72,3.808599e-04
D2,total,219.68,3.789502e-04
D2,total,221.64,3.771112e-04
D2,total,223.60,3.753393e-04
D2,total,225.56,3.736313e-04
D2,total,227.53,3.719844e-04
D2,total,229.49,3.703955e-04
D2,total,231.45,3.688620e-04
D2,total,233.41,3.673811e-04
D2,total,235.37,3.659505e-04
D2,total,237.33,3.645678e-04
D2,total,239.29,3.632307e-04
D2,total,241.26,3.619371e-04
D2,total,243.22,3.606849e-04
D2,total,245.18,3.594722e-04
D2,total,247.14,3.582972e-04
D2,total,249.10,3.571581e-04
D2,total,251.06,3.560533e-04
D2,total,253.02,3.549811e-04
D2,total,254.99,3.539400e-04
D2,total,256.95,3.529287e-04
D2,total,258.91,3.519457e-04
D2,total,260.87,3.509897e-04
D2,total,262.83,3.500595e-04
D2,total,264.79,3.491539e-04
D2,total,266.75,3.482718e-04
D2,total,268.72,3.474122e-04
D2,total,270.68,3.465739e-04
D2,total,272.64,3.457561e-04
D2,total,274.60,3.449578e-04
D2,total,276.56,3.441781e-04
D2,total,278.52,3.434162e-04
D2,total,280.48,3.426713e-04
D2,total,282.45,3.419427e-04
D2,total,284.41,3.412296e-04
D2,total,286.37,3.405313e-04
D2,total,288.33,3.398472e-04
D2,total,290.29,3.391766e-04
D2,total,292.25,3.385191e-04
D2,total,294.21,3.378739e-04
D2,total,296.18,3.372406e-04
D2,total,298.14,3.366186e-04
D2,total,300.10,3.360076e-04
D2,total,302.06,3.354069e-04
D2,total,304.02,3.348161e-04
D2,total,305.98,3.342349e-04
D2,total,307.94,3.336628e-04
D2,total,309.91,3.330995e-04
D2,total,311.87,3.325445e-04
D2,total,313.83,3.319976e-04
D2,total,315.79,3.314583e-04
D2,total,317.75,3.309265e-04
D2,total,319.71,3.304017e-04
D2,total,321.67,3.298838e-04
D2,total,323.64,3.293723e-04
D2,total,325.60,3.288671e-04
D2,total,327.56,3.283679e-04
D2,total,329.52,3.278745e-04
D2,total,331.48,3.273867e-04
D2,total,333.44,3.269041e-04
D2,total,335.40,3.264267e-04
D2,total,337.37,3.259542e-04
D2,total,339.33,3.254865e-04
D2,total,341.29,3.250233e-04
D2,total,343.25,3.245645e-04
D2,total,345.21,3.241099e-04
D2,total,347.17,3.236594e-04
D2,total,349.13,3.232128e-04
D2,total,351.10,3.227700e-04
D2,total,353.06,3.223308e-04
D2,total,355.02,3.218951e-04
D2,total,356.98,3.214628e-04
D2,total,358.94,3.210338e-04
D2,total,360.90,3.206080e-04
D2,total,362.86,3.201852e-04
D2,total,364.83,3.197654e-04
D2,total,366.79,3.193484e-04
D2,total,368.75,3.189341e-04
D2,total,370.71,3.185225e-04
D2,total,372.67,3.181135e-04
D2,total,374.63,3.177070e-04
D2,total,376.59,3.173029e-04
D2,total,378.56,3.169012e-04
D2,total,380.52,3.165017e-04
D2,total,382.48,3.161044e-04
D2,total,384.44,3.157093e-04
D2,total,386.40,3.153162e-04
D2,total,388.36,3.149251e-04
D2,total,390.32,3.145360e-04
D2,total,392.29,3.141488e-04
D2,total,394.25,3.137634e-04
D2,total,396.21,3.133798e-04
D2,total,398.17,3.129980e-04
D2,total,400.13,3.126178e-04
D2,total,402.09,3.122393e-04
D2,total,404.05,3.118624e-04
D2,total,406.02,3.114871e-04
D2,total,407.98,3.111133e-04
D2,total,409.94,3.107409e-04
D2,total,411.90,3.103701e-04
D2,total,413.86,3.100006e-04
D2,total,415.82,3.096325e-04
D2,total,417.78,3.092658e-04
D2,total,419.75,3.089004e-04
D2,total,421.71,3.085363e-04
D2,total,423.67,3.081734e-04
D2,total,425.63,3.078118e-04
D2,total,427.59,3.074513e-04
D2,total,429.55,3.070921e-04
D2,total,431.51,3.067340e-04
D2,total,433.47,3.063770e-04
D2,total,435.44,3.060212e-04
D2,total,437.40,3.056664e-04
D2,total,439.36,3.053127e-04
D2,total,441.32,3.049600e-04
D2,total,443.28,3.046083e-04
D2,total,445.24,3.042577e-04
D2,total,447.20,3.039080e-04
D2,total,449.17,3.035593e-04
D2,total,451.13,3.032116e-04
D2,total,453.09,3.028648e-04
D2,total,455.05,3.025189e-04
D2,total,457.01,3.021739e-04
D2,total,458.97,3.018298e-04
D2,total,460.93,3.014865e-04
D2,total,462.90,3.011441e-04
D2,total,464.86,3.008026e-04
D2,total,466.82,3.004619e-04
D2,total,468.78,3.001220e-04
D2,total,470.74,2.997829e-04
D2,total,472.70,2.994447e-04
D2,total,474.66,2.991072e-04
D2,total,476.63,2.987704e-04
D2,total,478.59,2.984345e-04
D2,total,480.55,2.980992e-04
D2,total,482.51,2.977648e-04
D2,total,484.47,2.974310e-04
D2,total,486.43,2.970980e-04
D2,total,488.39,2.967657e-04
D2,total,490.36,2.964341e-04
D2,total,492.32,2.961032e-04
D2,total,494.28,2.957729e-04
D2,total,496.24,2.954434e-04
D2,total,498.20,2.951145e-04
D2,total,500.16,2.947863e-04
D2,total,502.12,2.944587e-04
D2,total,504.09,2.941318e-04
D2,total,506.05,2.938055e-04
D2,total,508.01,2.934798e-04
D2,total,509.97,2.931548e-04
D2,total,511.93,2.928304e-04
D2,total,513.89,2.925066e-04
D2,total,515.85,2.921834e-04
D2,total,517.82,2.918608e-04
D2,total,519.78,2.915388e-04
D2,total,521.74,2.912174e-04
D2,total,523.70,2.908966e-04
D2,total,525.66,2.905763e-04
D2,total,527.62,2.902566e-04
D2,total,529.58,2.899375e-04
D2,total,531.55,2.896190e-04
D2,total,533.51,2.893010e-04
D2,total,535.47,2.889835e-04
D2,total,537.43,2.886666e-04
D2,total,539.39,2.883503e-04
D2,total,541.35,2.880344e-04
D2,total,543.31,2.877191e-04
D2,total,545.28,2.874044e-04
D2,total,547.24,2.870901e-04
D2,total,549.20,2.867764e-04
D2,total,551.16,2.864632e-04
D2,total,553.12,2.861505e-04
D2,total,555.08,2.858383e-04
D2,total,557.04,2.855266e-04
D2,total,559.01,2.852154e-04
D2,total,560.97,2.849047e-04
D2,total,562.93,2.845945e-04
D2,total,564.89,2.842848e-04
D2,total,566.85,2.839756e-04
D2,total,568.81,2.836668e-04
D2,total,570.77,2.833586e-04
D2,total,572.74,2.830508e-04
D2,total,574.70,2.827435e-04
D2,total,576.66,2.824366e-04
D2,total,578.62,2.821302e-04
D2,total,580.58,2.818243e-04
D2,total,582.54,2.815188e-04
D2,total,584.50,2.812138e-04
D2,total,586.47,2.809092e-04
D2,total,588.43,2.806051e-04
D2,total,590.39,2.803015e-04
D2,total,592.35,2.799983e-04
D2,total,594.31,2.796955e-04
D2,total,596.27,2.793932e-04
D2,total,598.23,2.790913e-04
D2,total,600.20,2.787898e-04
D2,total,602.16,2.784888e-04
D2,total,604.12,2.781882e-04
D2,total,606.08,2.778880e-04
D2,total,608.04,2.775883e-04
D2,total,610.00,2.772889e-04
D2,total,611.96,2.769900e-04
D2,total,613.93,2.766915e-04
D2,total,615.89,2.763935e-04
D2,total,617.85,2.760958e-04
D2,total,619.81,2.757986e-04
D2,total,621.77,2.755018e-04
D2,total,623.73,2.752053e-04
D2,total,625.69,2.749093e-04
D2,total,627.66,2.746137e-04
D2,total,629.62,2.743185e-04
D2,total,631.58,2.740237e-04
D2,total,633.54,2.737293e-04
D2,total,635.50,2.734352e-04
D2,total,637.46,2.731416e-04
D2,total,639.42,2.728484e-04
D2,total,641.39,2.725555e-04
D2,total,643.35,2.722631e-04
D2,total,645.31,2.719710e-04
D2,total,647.27,2.716793e-04
D2,total,649.23,2.713880e-04
D2,total,651.19,2.710971e-04
D2,total,653.15,2.708066e-04
D2,total,655.12,2.705164e-04
D2,total,657.08,2.702267e-04
D2,total,659.04,2.699373e-04
D2,total,661.00,2.696482e-04
D2,total,662.96,2.693596e-04
D2,total,664.92,2.690713e-04
D2,total,666.88,2.687834e-04
D2,total,668.85,2.684958e-04
D2,total,670.81,2.682087e-04
D2,total,672.77,2.679219e-04
D2,total,674.73,2.676354e-04
D2,total,676.69,2.673493e-04
D2,total,678.65,2.670636e-04
D2,total,680.61,2.667782e-04
D2,total,682.58,2.664932e-04
D2,total,684.54,2.662086e-04
D2,total,686.50,2.659243e-04
D2,total,688.46,2.656404e-04
D2,total,690.42,2.653568e-04
D2,total,692.38,2.650735e-04
D2,total,694.34,2.647907e-04
D2,total,696.31,2.645081e-04
D2,total,698.27,2.642260e-04
D2,total,700.23,2.639441e-04
D2,total,702.19,2.636626e-04
D2,total,704.15,2.633815e-04
D2,total,706.11,2.631007e-04
D2,total,708.07,2.628203e-04
D2,total,710.04,2.625402e-04
D2,total,712.00,2.622604e-04
D2,total,713.96,2.619810e-04
D2,total,715.92,2.617019e-04
D2,total,717.88,2.614231e-04
D2,total,719.84,2.611447e-04
D2,total,721.80,2.608666e-04
